3,3,4
3,2536,2
3,5092,2
4,4,2
4,4510,2
6,6,1
6,84,1
6,765,1
6,1643,1
6,5117,1
6,5462,1
11,11,1
11,15,1
14,14,1
14,19,1
14,2757,1
15,11,1
15,15,2
15,1464,1
15,1493,1
15,1564,1
15,2058,1
18,18,1
18,23,1
18,5484,1
19,14,1
19,19,1
19,2757,1
20,20,4
20,87,1
20,1508,1
20,3110,1
20,3111,1
20,3562,1
20,3669,1
20,4890,1
20,5649,1
20,5881,1
20,7824,1
21,21,1
21,85,1
21,1613,1
21,6117,1
22,22,1
23,18,1
23,23,6
23,276,1
23,742,1
23,796,1
23,1519,1
23,1878,2
23,2316,1
23,2868,1
23,4158,1
23,5484,1
23,5911,1
23,6415,1
24,24,2
24,2466,1
24,3483,1
24,4508,1
24,4847,2
25,25,1
25,425,1
25,1916,1
25,4761,1
25,4934,1
26,26,2
26,667,2
26,3391,2
28,28,1
28,192,1
28,3521,1
28,5595,1
31,31,2
31,2827,1
31,3120,2
31,4142,1
31,4575,1
36,36,1
36,325,1
36,5387,1
36,5506,1
37,37,1
37,697,1
37,2152,1
37,3139,1
37,4221,1
37,4917,1
37,6085,1
38,38,1
38,5900,1
39,39,1
39,5900,1
41,41,1
41,4220,1
41,4695,1
41,5903,1
43,43,1
43,109,1
43,818,1
43,1695,1
44,44,2
44,1314,1
44,2300,1
44,3317,1
44,3978,1
44,4943,1
45,45,1
45,620,1
45,1773,1
45,1887,1
45,2453,1
45,2588,1
45,4288,1
45,6613,1
46,46,2
46,2362,1
46,2514,1
46,4553,1
46,4558,1
46,5102,1
46,6559,2
48,48,1
48,372,1
48,570,1
48,7536,1
50,50,1
50,2360,1
50,2855,1
50,4667,1
50,7373,1
51,51,1
51,6940,1
54,54,1
54,3635,1
54,4943,1
56,56,1
56,4326,1
59,59,1
59,779,1
59,1428,1
59,2924,1
59,3586,1
59,4386,1
59,4825,1
59,5914,1
59,6669,1
59,7612,1
60,60,1
60,4556,1
60,5192,1
62,62,1
62,2237,1
66,66,2
66,4231,1
66,4561,2
66,5353,1
66,6607,2
67,67,1
67,3956,1
68,68,1
68,1345,1
68,1570,1
68,2045,1
68,4603,1
68,6693,1
71,71,1
71,2804,1
71,5009,1
74,74,1
74,2532,1
78,78,1
78,5490,1
78,5535,1
84,6,1
84,84,1
84,765,1
84,1643,1
84,5117,1
84,5462,1
85,21,1
85,85,1
85,1613,1
85,6117,1
87,20,1
87,87,1
87,1508,1
88,88,1
88,2359,1
88,3417,1
88,6182,1
88,7597,1
90,90,2
90,295,2
90,1972,1
90,2368,1
90,2369,1
90,2565,1
90,2685,2
90,3720,1
90,3854,1
90,5600,1
90,6389,1
91,91,1
91,2531,1
91,2794,1
91,6685,1
92,92,1
92,1293,1
92,2020,1
92,5408,1
94,94,1
94,148,1
94,3455,1
94,4923,1
96,96,1
96,1069,1
96,2805,1
96,3497,1
96,3523,1
96,4123,1
96,4715,1
97,97,1
97,987,1
97,6598,1
98,98,4
98,3083,2
98,6965,4
99,99,1
99,1921,1
99,4069,1
99,4968,1
99,5859,1
109,43,1
109,109,1
109,818,1
109,1695,1
112,112,1
112,3234,1
114,114,1
114,433,1
114,6134,1
115,115,1
115,991,1
115,1386,1
115,5690,1
116,116,1
116,896,1
116,1425,1
119,119,1
119,3109,1
119,4228,1
123,123,1
123,230,1
123,4647,1
123,5566,1
123,6458,1
124,124,1
124,1586,1
124,2004,1
124,5851,1
129,129,1
129,488,1
129,736,1
130,130,1
130,1752,1
130,3880,1
130,6743,1
131,131,4
131,580,1
131,1167,2
131,3376,1
131,3578,1
131,5822,2
132,132,2
132,1416,1
132,2454,2
132,2521,1
132,3360,2
132,3448,1
132,5446,2
134,134,1
134,5643,1
134,6114,1
135,135,3
135,1531,3
135,2176,2
135,4368,1
135,4559,1
135,4574,1
135,4745,2
135,5164,2
