source,target,value
2379,2379,1
2379,7478,1
2386,2303,1
2386,2386,1
2386,3535,1
2386,4760,1
2390,5,2
2390,999,2
2390,2137,1
2390,2390,2
2404,909,1
2404,2404,1
2404,5026,1
2405,2405,1
2405,6027,1
2405,7418,1
2412,2140,1
2412,2412,1
2412,3995,1
2417,1400,1
2417,2417,1
2417,2511,1
2417,4519,1
2417,6796,1
2418,2268,1
2418,2418,1
2418,3701,1
2418,7108,1
2420,2420,1
2420,3250,1
2425,2425,1
2425,5951,1
2425,7190,1
2426,2426,1
2426,5570,1
2428,2428,1
2439,2439,2
2439,2786,2
2448,2257,1
2448,2448,1
2448,6240,1
2456,1500,1
2456,2456,2
2456,3924,1
2456,4446,1
2456,7893,1
2458,2458,1
2458,3898,1
2458,5079,1
2458,5743,1
2474,2474,1
2474,5753,1
2474,7177,1
2478,734,1
2478,1919,1
2478,2478,1
2478,3444,1
2478,4736,1
2478,7942,1
2497,705,1
2497,2497,1
2497,4580,1
2510,1333,1
2510,2510,1
2510,4783,1
2511,1400,1
2511,2417,1
2511,2511,1
2511,4519,1
2511,6796,1
2512,156,1
2512,176,1
2512,1444,1
2512,2512,1
2512,2513,1
2512,4533,1
2513,156,1
2513,176,1
2513,1444,1
2513,2512,1
2513,2513,1
2513,4533,1
2517,128,1
2517,493,1
2517,841,1
2517,1185,1
2517,1218,1
2517,1816,1
2517,2029,1
2517,2517,6
2517,4048,3
2517,4064,1
2517,4232,1
2517,5552,1
2517,5569,1
2517,5589,1
2517,7971,1
2519,492,1
2519,2519,1
2519,4024,1
2523,2037,1
2523,2523,1
2523,4911,1
2530,1537,1
2530,2530,1
2530,7937,1
2533,370,1
2533,2533,1
2533,5103,1
2537,228,1
2537,1499,1
2537,2537,3
2537,2598,1
2537,2860,1
2537,3230,1
2537,3231,1
2537,3369,1
2537,4621,1
2537,4922,1
2537,5670,1
2537,5675,1
2537,6398,1
2537,6485,1
2537,6551,1
2537,7292,1
2537,7575,1
2546,1855,1
2546,2546,1
2546,2608,1
2547,389,2
2547,2547,2
2547,2711,2
2547,7077,2
2549,1631,1
2549,2549,1
2549,4400,1
2550,2550,1
2550,5933,1
2550,7199,1
2553,2553,1
2553,4105,1
2553,7208,1
2557,2557,1
2557,4837,1
2557,5740,1
2557,6408,1
2568,2568,1
2568,5709,1
2596,684,1
2596,1570,1
2596,2596,1
2597,320,1
2597,2597,1
2597,4562,1
2597,4914,1
2597,5522,1
2598,228,1
2598,1499,1
2598,2537,1
2598,2598,1
2598,6485,1
2608,1855,1
2608,2546,1
2608,2608,1
2611,2611,1
2611,5325,1
2611,6978,1
2611,7417,1
2611,7628,1
2634,2196,1
2634,2634,1
2634,3442,1
2634,3701,1
2634,5857,1
2654,53,1
2654,769,1
2654,1372,1
2654,1987,1
2654,2654,1
2655,2203,1
2655,2655,1
2666,963,1
2666,2666,1
2666,5245,1
2699,2699,1
2699,6956,1
2701,2701,1
2701,5309,1
2701,6313,1
2703,2703,1
2703,3420,1
2703,3753,1
2703,6032,1
2708,2708,1
2708,4363,1
2711,389,2
2711,2547,2
2711,2711,2
2711,7077,2
2716,2716,1
2716,5499,1
2716,6133,1
2718,2718,1
2718,3816,1
2724,2724,2
2724,5323,2
2727,523,1
2727,2727,1
2744,2313,1
2744,2744,1
2744,2931,1
2744,5348,1
2744,5361,1
2744,6171,1
2744,7478,1
2750,2750,1
2753,2753,1
2753,5449,1
2759,2759,1
2759,6946,1
2760,2760,1
2760,3777,1
2764,780,1
2764,2764,1
2764,3353,1
2764,7155,1
2765,780,1
2765,2765,1
2765,3353,1
2767,2767,1
2767,5523,1
2767,6867,1
2773,2773,1
2773,3128,1
2776,1716,1
2776,2776,1
2776,2877,1
2776,5879,1
2781,804,1
2781,2781,1
2786,364,1
2786,993,1
2786,1391,1
2786,1559,1
2786,1865,1
2786,2049,1
2786,2140,1
2786,2439,2
2786,2786,7
2786,3247,1
2786,3545,1
2786,4773,1
2786,4803,2
2786,4963,1
2786,5505,1
2796,715,1
2796,2796,3
2796,5059,1
2796,5801,1
2796,6236,1
2796,7119,1
2811,2811,1
2814,798,1
2814,1550,1
2814,2814,1
2814,6192,1
2823,2823,1
2823,5469,1
2823,6454,1
2830,743,1
2830,2830,1
2830,4363,1
2834,891,1
2834,2834,1
2834,4047,1
2834,4352,1
2835,2835,1
2835,5936,1
2836,2836,1
2836,5423,1
2836,6101,1
2838,126,1
2838,2156,1
2838,2838,1
2838,3796,1
2838,4350,1
2838,4475,1
2838,4529,1
2838,5655,1
2838,5701,1
2838,5854,1
2838,6789,1
2840,2840,4
2840,4625,1
2840,4669,1
2840,4675,1
2840,4800,1
2840,5669,1
2840,6639,1
2840,7599,1
2846,1050,1
2846,2846,1
2860,2537,1
2860,2860,1
2860,3230,1
2860,3231,1
2860,3369,1
2860,4621,1
2860,4922,1
2860,5670,1
2860,5675,1
2860,6398,1
2860,6551,1
2863,2863,1
2863,6683,1
2867,2867,1
2877,1716,1
2877,2776,1
2877,2877,1
2877,5879,1
2883,2883,1
2883,5443,1
2887,108,1
2887,2887,1
2891,1195,1
2891,2891,1
2891,5209,1
2892,2170,1
2892,2892,1
2892,3597,1
2892,5273,1
2892,5425,1
2893,1391,2
2893,2893,2
2894,2894,1
2894,3621,1
2897,741,1
2897,2897,1
2897,5376,1
2898,170,1
2898,2898,1
2898,3680,1
2898,4009,1
2898,5224,1
2898,6153,1
2898,6671,1
2906,2906,3
2906,4430,1
2906,6955,1
2906,6960,1
2906,7750,1
2908,2908,1
2908,5538,1
2909,2909,2
2925,2925,3
2925,3564,1
2925,4400,1
2925,6707,1
2931,2313,1
2931,2744,1
2931,2931,1
2931,5348,1
2931,5361,1
2931,6171,1
2931,7478,1
2936,1575,1
2936,2936,1
2936,5532,1
2943,1726,1
2943,2010,1
2943,2943,1
2943,5963,1
2943,6993,1
2951,5,1
2951,2951,1
2951,3047,1
2951,7545,1
2952,2952,1
2952,6514,1
2952,7160,1
2972,2972,1
2972,3954,1
2972,6005,1
2997,2997,1
2997,5323,1
2997,6623,1
2999,2999,1
2999,7686,1
2999,7771,1
2999,7822,1
3010,2226,1
3010,3010,1
3010,3388,1
3020,1714,1
3020,3020,1
3020,3128,1
3020,5892,1
3020,7465,1
3021,3021,1
3021,7542,1
3030,845,1
3030,3030,1
3030,6440,1
3035,3035,1
3035,3697,1
3035,3848,1
3047,5,1
3047,2951,1
3047,3047,3
3047,3868,2
3047,6984,2
3047,7335,1
3047,7545,1
3051,3051,1
3051,3984,1
3051,4400,1
3051,6614,1
3061,1140,1
3061,3061,1
3061,4324,1
3061,7686,1
3061,7699,1
3061,7790,1
3063,93,1
3063,332,1
3063,780,2
3063,3063,2
3063,3353,1
3063,4289,1
3065,3065,1
3065,5709,1
3068,3068,1
3068,4454,1
3074,3074,1
3074,4473,1
3074,5962,1
3074,7241,1
3075,3075,1
3075,6340,1
3075,6344,1
3078,475,1
3078,3078,1
3082,3082,1
3082,3204,1
3082,6660,1
3091,2333,1
3091,3091,1
3091,5964,1
3091,7687,1
3098,3098,1
3098,3983,1
3098,7666,1
3099,3099,1
3099,3159,1
3099,7292,1
3108,3108,1
3108,3779,1
3112,1910,1
3112,3112,1
3112,4921,1
3115,3115,1
3115,4339,1
3115,4400,1
3115,5798,1
3116,3116,1
3116,4130,1
3116,4740,1
3118,529,1
3118,3118,3
3118,3315,2
3118,4363,3
3118,6296,2
3118,7292,1
3124,3124,1
3124,4189,1
3124,6672,1
3128,1714,1
3128,2773,1
3128,3020,1
3128,3128,6
3128,3190,1
3128,3404,1
3128,3604,2
3128,5892,1
3128,7465,1
3131,416,1
3131,3131,1
3131,4369,1
3131,5226,1
3133,1635,1
3133,3133,1
3133,4719,1
3153,1142,1
3153,1872,1
3153,3153,1
3153,3860,1
3156,3156,2
3156,3490,1
3156,5381,2
3159,3099,1
3159,3159,4
3159,4884,1
3159,7292,3
3159,7725,1
3163,3163,1
3163,7531,1
3164,1138,1
3164,1139,1
3164,1140,2
3164,3164,6
3164,6895,1
3164,6991,1
3164,7012,2
3164,7057,1
3164,7254,1
3164,7259,1
3164,7386,1
3164,7467,1
3164,7650,1
3164,7668,1
3164,7686,4
3164,7699,2
3164,7829,1
3164,7868,2
3190,3128,1
3190,3190,1
3201,3201,1
3201,7516,1
3204,3082,1
3204,3204,1
3204,6660,1
3211,403,1
3211,3211,1
3211,6874,1
3211,7512,1
3212,1854,1
3212,3212,1
3212,5866,1
3230,2537,1
3230,2860,1
3230,3230,1
3230,3231,1
3230,3369,1
3230,4621,1
3230,4922,1
3230,5670,1
3230,5675,1
3230,6398,1
3230,6551,1
3231,2537,1
3231,2860,1
3231,3230,1
3231,3231,1
3231,3369,1
3231,4621,1
3231,4922,1
3231,5670,1
3231,5675,1
3231,6398,1
3231,6551,1
3237,2044,1
3237,3237,2
3237,4700,1
3243,844,1
3243,3243,1
3247,2786,1
3247,3247,1
3248,3248,1
3248,3740,1
3248,7023,1
3248,7932,1
3250,2420,1
3250,3250,1
3253,1418,1
3253,3253,1
3253,6577,1
3259,3259,1
3259,4301,1
3263,926,1
3263,3263,1
3263,5915,1
3263,5958,1
3263,6644,1
3266,2325,1
3266,3266,1
3266,4929,1
3269,3269,2
3269,3462,2
3270,3270,1
3270,6235,1
3272,1906,1
3272,3272,1
3272,5995,1
3275,3275,2
3287,539,1
3287,3287,1
3287,3725,1
3287,5721,1
3289,3289,1
3289,5184,1
3289,5790,1
3298,1827,1
3298,3298,2
3298,3369,1
3298,3570,1
3298,6278,1
3298,7754,1
3303,3303,1
3303,3534,1
3308,2125,1
3308,2231,1
3308,3308,1
3308,5188,1
3308,6069,1
3308,6586,1
3310,3310,1
3310,7113,1
3315,1135,1
3315,3118,2
3315,3315,4
3315,4362,1
3315,4363,2
3315,6296,2
3315,6871,1
3315,7212,1
3315,7478,1
3323,3323,1
3323,4994,1
3323,5132,1
3323,6502,1
3326,1838,1
3326,3326,1
3326,3660,1
3326,5323,1
3329,1457,1
3329,1786,1
3329,2279,2
3329,3329,6
3329,4458,1
3329,5266,1
3329,6522,1
3329,7015,1
3329,7016,1
3329,7292,5
3329,7486,2
3334,3334,2
3334,4658,1
3334,6163,1
3334,7477,1
3336,204,1
3336,479,1
3336,1593,1
3336,3336,1
3336,3546,1
3347,760,1
3347,3347,1
3347,6130,1
3348,1860,2
3348,3348,2
3348,3870,1
3348,6894,1
3348,7123,1
3351,2168,1
3351,3351,1
3351,3484,1
3353,308,1
3353,332,1
3353,780,4
3353,2298,1
3353,2764,1
3353,2765,1
3353,3063,1
3353,3353,6
3353,4289,1
3353,5555,1
3353,5637,1
3353,7155,1
3353,7380,1
3354,1182,1
3354,3354,2
3354,4349,1
3354,4741,1
3355,3355,1
3355,3458,1
3355,3479,1
3355,3519,1
3355,4480,1
3355,4738,1
3369,1827,1
3369,2537,1
3369,2860,1
3369,3230,1
3369,3231,1
3369,3298,1
3369,3369,2
3369,4621,1
3369,4922,1
3369,5670,1
3369,5675,1
3369,6278,1
3369,6398,1
3369,6551,1
3369,7754,1
3377,30,1
3377,3377,1
3385,333,1
3385,3385,1
3385,5908,1
3388,2226,1
3388,3010,1
3388,3388,1
3393,3393,1
3393,3769,1
3393,6428,1
3397,3397,1
3397,5864,1
3397,7485,1
3400,3400,1
3400,4300,1
3400,4400,1
3400,6880,1
3404,3128,1
3404,3404,1
3408,641,1
3408,1638,1
3408,3408,1
3408,6302,1
3416,3416,2
3416,6340,2
3418,3418,1
3418,3924,1
3419,3419,1
3419,3659,1
3419,6099,1
3420,2703,1
3420,3420,1
3420,3753,1
3420,6032,1
3423,3423,1
3423,3661,1
3423,6414,1
3424,3424,1
3424,6001,1
3424,6358,1
3425,592,1
3425,3425,1
3425,3738,1
3425,6077,1
3425,7942,1
3427,3427,1
3432,1102,1
3432,3432,1
3435,76,1
3435,3435,1
3435,4175,1
3435,5036,1
3442,2196,1
3442,2634,1
3442,3442,1
3442,3701,1
3442,5857,1
3444,734,1
3444,1919,1
3444,2478,1
3444,3444,1
3444,4736,1
3444,7942,1
3449,3449,1
3449,4297,1
3449,5123,1
3456,2144,1
3456,3456,1
3456,4303,1
3458,3355,1
3458,3458,1
3458,3479,1
3458,3519,1
3458,4480,1
3458,4738,1
3460,1221,2
3460,2377,1
3460,3460,4
3461,3461,1
3461,6203,1
3462,3269,2
3462,3462,2
3464,3464,1
3464,3477,1
3464,5481,1
3464,7441,1
3470,967,1
3470,1331,1
3470,3470,1
3470,5544,1
3470,7030,1
3470,7802,1
3475,3475,1
3475,4415,1
3477,3464,1
3477,3477,1
3477,5481,1
3477,7441,1
3479,3355,1
3479,3458,1
3479,3479,1
3479,3519,1
3479,4480,1
3479,4738,1
3484,2168,1
3484,3351,1
3484,3484,1
3490,3156,1
3490,3490,1
3490,5381,1
3492,3492,1
3492,7934,1
3500,34,1
3500,915,1
3500,1331,1
3500,3500,1
3508,3508,1
3508,5198,1
3511,1533,1
3511,3511,1
3511,4587,1
3512,1342,1
3512,3512,1
3512,4730,1
3512,6734,1
3513,3513,1
3513,4118,1
3513,7139,1
3518,1391,1
3518,3518,1
3518,6107,1
3518,6903,1
3519,3355,1
3519,3458,1
3519,3479,1
3519,3519,1
3519,4480,1
3519,4738,1
3533,826,1
3533,1251,1
3533,3533,1
3533,3951,1
3534,3303,1
3534,3534,1
3535,2303,1
3535,2386,1
3535,3535,1
3535,4760,1
3538,101,1
3538,3538,1
3538,4196,1
3538,4612,1
3542,792,1
3542,3542,1
3542,3717,1
3542,7115,1
3543,1560,1
3543,3543,1
3543,4291,1
3545,364,1
3545,993,1
3545,1391,1
3545,1559,1
3545,1865,1
3545,2049,1
3545,2140,1
3545,2786,1
3545,3545,1
3545,5505,1
3546,204,1
3546,479,1
3546,1593,1
3546,3336,1
3546,3546,1
3548,234,1
3548,3548,1
3551,3551,1
3551,4143,1
3551,5582,1
3553,3553,1
3553,5728,1
3554,1990,1
3554,3554,1
3554,6822,1
3555,3555,1
3555,6144,1
3558,524,1
3558,3558,1
3564,2925,1
3564,3564,1
3564,4400,1
3564,6707,1
3570,3298,1
3570,3570,1
3575,3575,1
3575,3668,1
3575,5260,1
3577,3577,1
3577,5478,1
3587,3587,1
3587,4181,1
3587,6910,1
3597,2170,1
3597,2892,1
3597,3597,1
3597,5273,1
3597,5425,1
3604,3128,2
3604,3604,2
3621,2894,1
3621,3621,1
3640,3640,2
3641,3641,1
3641,7817,1
3645,3645,2
3645,4426,2
3645,6603,2
3645,6671,2
3649,3649,1
3649,7652,1
3650,3650,1
3650,6378,1
3654,3654,1
3654,5878,1
3654,5897,1
3655,3655,1
3655,5262,1
3659,3419,1
3659,3659,2
3659,4165,1
3659,6099,1
3660,922,1
3660,1838,1
3660,3326,1
3660,3660,2
3660,4167,1
3660,5323,1
3660,6438,1
3661,3423,1
3661,3661,2
3661,5306,1
3661,6414,1
3661,7140,1
3661,7954,1
3664,804,1
3664,3664,1
3664,6345,1
3668,3575,1
3668,3668,1
3668,5260,1
3673,3673,1
3680,170,1
3680,2898,1
3680,3680,1
3680,4009,1
3680,5224,1
3680,6153,1
3680,6671,1
3681,774,1
3681,1043,1
3681,1548,1
3681,3681,1
3681,7698,1
3688,3688,1
3688,5100,1
3696,5,1
3696,27,1
3696,381,1
3696,466,1
3696,3696,2
3696,4400,1
3696,5012,1
3697,3035,1
3697,3697,3
3697,3848,3
3697,7641,1
3701,2196,1
3701,2268,1
3701,2418,1
3701,2634,1
3701,3442,1
3701,3701,3
3701,5857,1
3701,6758,1
3701,7108,1
3701,7973,1
3713,3713,1
3713,5198,1
3717,494,1
3717,792,3
3717,2140,2
3717,3542,1
3717,3717,4
3717,4907,1
3717,5743,1
3717,7115,2
3723,1194,3
3723,1707,1
3723,3723,3
3723,5694,1
3723,5838,3
3725,539,1
3725,3287,1
3725,3725,2
3725,4047,1
3725,5721,2
3734,921,1
3734,3734,1
3734,6634,1
3738,592,1
3738,1281,1
3738,1873,1
3738,3425,1
3738,3738,3
3738,6077,1
3738,6503,2
3738,7942,3
3740,3248,1
3740,3740,1
3740,7023,1
3740,7932,1
3744,1900,1
3744,3744,1
3746,3746,1
3746,6511,1
3746,7754,1
3748,3748,1
3748,3945,1
3753,2703,1
3753,3420,1
3753,3753,1
3753,6032,1
3754,3754,1
3756,1195,1
3756,3756,1
3756,5271,1
3760,272,1
3760,3760,1
3761,2168,1
3761,3761,1
3761,5113,1
3761,6222,1
3769,3393,1
3769,3769,1
3769,6428,1
3770,920,1
3770,3770,1
3770,3802,1
3777,2760,1
3777,3777,1
3778,1194,1
3778,3778,1
3779,3108,1
3779,3779,1
3780,3780,1
3780,7292,1
3789,374,1
3789,1376,1
3789,3789,1
3790,678,1
3790,1992,1
3790,3790,1
3790,5676,1
3796,126,1
3796,2156,1
3796,2838,1
3796,3796,1
3796,4350,1
3796,4475,1
3796,4529,1
3796,5655,1
3796,5701,1
3796,5854,1
3796,6789,1
3802,920,1
3802,3770,1
3802,3802,1
3805,3805,2
3805,7724,1
3805,7792,1
3808,2356,1
3808,3808,1
3808,7421,1
3810,3810,1
3810,6219,1
3811,3811,1
3811,4086,1
3815,3815,1
3815,4953,1
3816,2718,1
3816,3816,1
3848,3035,1
3848,3697,3
3848,3848,3
3848,7641,1
3850,1012,1
3850,1015,1
3850,1140,1
3850,3850,1
3850,3913,1
3850,5973,1
3850,7774,1
3850,7790,1
3859,409,1
3859,3859,2
3859,5309,1
3859,5343,1
3859,6313,2
3860,1142,1
3860,1872,1
3860,3153,1
3860,3860,1
3866,2186,1
3866,3866,1
3868,1745,1
3868,3047,2
3868,3868,3
3868,5556,1
3868,6984,2
3868,7059,1
3868,7335,1
3870,1860,1
3870,3348,1
3870,3870,1
3870,7123,1
3877,3877,1
3879,3879,1
3879,5423,1
3884,3884,1
3884,4188,1
3884,5310,1
3884,7268,1
3898,2458,1
3898,3898,1
3898,5079,1
3898,5743,1
3913,1012,1
3913,1015,1
3913,1140,1
3913,3850,1
3913,3913,1
3913,5973,1
3913,7774,1
3913,7790,1
3924,2456,1
3924,3418,1
3924,3924,2
3926,3926,1
3926,3933,1
3933,3926,1
3933,3933,1
3938,3938,1
3939,3939,1
3939,5547,1
3939,7292,1
3939,7545,1
3941,3941,1
3941,5984,1
3945,637,1
3945,3748,1
3945,3945,3
3945,5799,1
3951,826,1
3951,1251,1
3951,3533,1
3951,3951,1
3954,2972,1
3954,3954,1
3954,6005,1
3983,3098,1
3983,3983,2
3983,7209,1
3983,7666,1
3984,3051,1
3984,3984,1
3984,4400,1
3984,6614,1
3991,514,1
3991,1873,1
3991,3991,1
3991,5003,1
3991,6718,1
3995,2140,1
3995,2412,1
3995,3995,1
3996,3996,1
3996,4465,1
3996,6780,1
3998,1158,1
3998,3998,1
4003,1203,1
4003,4003,2
4003,5443,1
4009,170,1
4009,888,1
4009,1934,1
4009,2898,1
4009,3680,1
4009,4009,2
4009,5224,1
4009,6153,2
4009,6262,1
4009,6665,1
4009,6671,2
4020,1910,1
4020,4020,1
4020,5014,1
4024,492,1
4024,2519,1
4024,4024,1
4028,4028,1
4028,6295,1
4034,437,1
4034,4034,1
4034,6777,1
4034,7480,1
4035,4035,3
4035,4294,1
4035,4421,1
4035,5917,1
4044,303,1
4044,307,1
4044,4044,1
4044,6666,1
4044,7064,1
4044,7478,1
4047,891,1
4047,1615,1
4047,2834,1
4047,3725,1
4047,4047,4
4047,4352,3
4047,4413,1
4047,5721,2
4048,841,1
4048,2035,1
4048,2517,3
4048,4048,4
4048,5537,1
4057,4057,2
4057,6651,1
4057,7841,1
4058,83,1
4058,233,1
4058,1757,1
4058,4058,1
4059,4059,1
4059,5526,1
4059,5615,1
4059,5691,1
4060,4060,3
4060,5108,1
4060,5482,1
4060,5547,1
4060,5615,1
4060,5691,1
4060,6553,1
4064,493,1
4064,1816,1
4064,2029,1
4064,2517,1
4064,4064,1
4067,1957,1
4067,4067,1
4067,4748,1
4067,6406,1
4068,4068,2
4068,4975,1
4068,7091,1
4071,4071,1
4071,4658,1
4071,7478,1
4074,126,2
4074,444,1
4074,1194,1
4074,1563,1
4074,1599,2
4074,2036,1
4074,4074,2
4074,4711,2
4086,3811,1
4086,4086,1
4102,920,1
4102,1104,1
4102,4102,1
4102,7292,1
4105,2553,1
4105,4105,1
4105,7208,1
4108,1215,1
4108,4108,1
4108,6079,1
4116,1279,1
4116,2293,1
4116,4116,1
4116,6664,1
4116,6825,1
4118,3513,1
4118,4118,4
4118,7139,4
4126,4126,1
4126,5397,1
4126,5884,1
4130,3116,1
4130,4130,1
4130,4740,1
4131,4131,1
4131,4298,1
4131,4563,1
4141,4141,1
4141,4796,1
4141,6097,1
4141,7755,1
4143,3551,1
4143,4143,1
4143,5582,1
4149,4149,1
4149,5586,1
4155,705,1
4155,1338,1
4155,1391,1
4155,2294,1
4155,4155,1
4155,4952,1
4157,4157,1
4157,6313,1
4159,588,1
4159,820,1
4159,4159,1
4165,3659,1
4165,4165,1
4167,922,1
4167,3660,1
4167,4167,1
4167,6438,1
4173,4173,1
4173,5112,1
4173,5693,1
4173,6113,1
4173,6246,1
4173,6566,1
4175,76,1
4175,3435,1
4175,4175,1
4175,5036,1
4181,3587,1
4181,4181,1
4181,6910,1
4188,3884,1
4188,4188,1
4188,5310,1
4188,7268,1
4189,3124,1
4189,4189,1
4189,6672,1
4194,1385,2
4194,1407,2
4194,4194,2
4196,101,1
4196,3538,1
4196,4196,1
4196,4612,1
4197,1506,1
4197,4197,1
4202,4202,1
4202,6509,1
4204,4204,1
4204,5232,1
4204,7287,1
4205,4205,1
4205,6173,1
4227,328,1
4227,1360,1
4227,2321,1
4227,4227,1
4227,6158,1
4227,6771,1
4232,128,1
4232,2517,1
4232,4232,1
4232,5569,1
4241,4241,1
4241,6624,1
4253,4253,1
4253,4801,1
4253,6655,1
4256,1880,1
4256,4256,1
4270,1860,1
4270,4270,1
4272,362,4
4272,1193,1
4272,1195,1
4272,1391,1
4272,4272,4
4272,4608,3
4272,5659,1
4278,4278,1
4278,5216,1
4278,7332,1
4287,745,1
4287,4287,1
4287,5323,1
4289,332,1
4289,780,1
4289,3063,1
4289,3353,1
4289,4289,1
4290,2108,1
4290,4290,1
4290,4971,1
4290,6267,1
4291,1560,1
4291,3543,1
4291,4291,1
4294,4035,1
4294,4294,1
4295,4295,1
4295,6266,1
4295,6489,1
4297,3449,1
4297,4297,1
4297,5123,1
4298,4131,1
4298,4298,1
4298,4563,1
4300,3400,1
4300,4300,1
4300,4400,1
4300,6880,1
4301,1708,2
4301,3259,1
4301,4301,3
4301,4750,2
4301,6653,1
4303,2144,1
4303,3456,1
4303,4303,1
4305,1013,1
4305,4305,1
4305,7180,1
4309,272,1
4309,4309,1
4324,1140,1
4324,3061,1
4324,4324,1
4324,7686,1
4324,7699,1
4324,7790,1
4339,3115,1
4339,4339,1
4339,4400,1
4339,5798,1
4340,517,1
4340,4340,1
4342,105,1
4342,285,1
4342,4342,1
4345,1839,1
4345,4345,1
4345,5199,1
4348,4348,1
4348,6462,1
4349,3354,1
4349,4349,1
4349,4741,1
4350,126,1
4350,2156,1
4350,2838,1
4350,3796,1
4350,4350,1
4350,4475,1
4350,4529,1
4350,5655,1
4350,5701,1
4350,5854,1
4350,6789,1
4352,891,1
4352,1615,1
4352,2834,1
4352,4047,3
4352,4352,3
4352,4413,1
4352,5721,1
4357,4357,1
4357,5348,1
4357,7478,1
4362,3315,1
4362,4362,1
4362,7212,1
4362,7478,1
4363,205,1
4363,529,1
4363,743,1
4363,2708,1
4363,2830,1
4363,3118,3
4363,3315,2
4363,4363,6
4363,4727,1
4363,6296,2
4363,7292,1
4365,4365,1
4365,7014,1
4365,7179,1
4369,416,1
4369,3131,1
4369,4369,1
4369,5226,1
4371,239,1
4371,4371,1
4373,4373,1
4373,4408,1
4373,5794,1
4374,660,1
4374,720,1
4374,2210,1
4374,4374,1
4374,7964,1
4378,1909,1
4378,4378,1
4383,1673,1
4383,4383,1
4387,4387,1
4387,5711,1
4387,6810,1
4390,69,1
4390,1391,1
4390,4390,1
4390,5240,1
4396,247,1
4396,1194,2
4396,4396,2
4400,27,1
4400,1391,1
4400,1631,1
4400,2091,1
4400,2549,1
4400,2925,1
4400,3051,1
4400,3115,1
4400,3400,1
4400,3564,1
4400,3696,1
4400,3984,1
4400,4300,1
4400,4339,1
4400,4400,9
4400,5012,1
4400,5798,3
4400,6138,1
4400,6268,1
4400,6517,1
4400,6614,1
4400,6707,1
4400,6880,1
4400,7967,1
4402,759,1
4402,4402,1
4402,4754,1
4402,4887,1
4402,6552,1
4405,4405,1
4405,6824,1
4408,4373,1
4408,4408,1
4408,5794,1
4411,979,1
4411,1391,2
4411,4411,2
4411,6100,1
4413,4047,1
4413,4352,1
4413,4413,1
4415,441,1
4415,585,1
4415,754,1
4415,1865,1
4415,3475,1
4415,4415,5
4415,6240,1
4415,6723,2
4421,4035,1
4421,4421,1
4422,513,1
4422,4422,1
4422,7743,1
4426,3645,2
4426,4426,4
4426,6153,1
4426,6603,2
4426,6671,2
4426,6900,1
4430,2906,1
4430,4430,1
4430,6955,1
4446,1500,1
4446,2456,1
4446,4446,1
4446,7893,1
4454,3068,1
4454,4454,1
4458,1457,1
4458,3329,1
4458,4458,1
4458,5266,1
4458,7015,1
4458,7292,1
4464,1274,3
4464,4464,3
4464,4696,3
4464,4726,1
4464,5688,1
4464,6662,1
4465,3996,1
4465,4465,1
4465,6780,1
4466,801,1
4466,4466,1
4473,3074,1
4473,4473,2
4473,5962,2
4473,7241,2
4475,126,1
4475,2156,1
4475,2838,1
4475,3796,1
4475,4350,1
4475,4475,1
4475,4529,1
4475,5655,1
4475,5701,1
4475,5854,1
4475,6789,1
4480,3355,1
4480,3458,1
4480,3479,1
4480,3519,1
4480,4480,1
4480,4738,1
4481,4481,2
4481,6001,2
4481,6358,2
4483,4483,1
4486,1720,1
4486,1841,1
4486,4486,1
4486,4631,1
4486,6146,1
4491,1257,1
4491,4491,1
4491,7067,1
4501,1391,1
4501,4501,1
4519,1400,1
4519,2417,1
4519,2511,1
4519,4519,1
4519,6796,1
4529,126,1
4529,2156,1
4529,2838,1
4529,3796,1
4529,4350,1
4529,4475,1
4529,4529,1
4529,5655,1
4529,5701,1
4529,5854,1
4529,6789,1
4533,156,1
4533,176,1
4533,1444,1
4533,2512,1
4533,2513,1
4533,4533,1
4535,633,1
4535,1559,1
4535,2228,1
4535,4535,1
4535,4817,1
4544,1559,1
4544,4544,1
4544,6165,1
4544,6295,1
4544,6520,1
4552,1363,1
4552,1999,1
4552,4552,1
4562,320,1
4562,2597,1
4562,4562,2
4562,4914,1
4562,5522,2
4563,4131,1
4563,4298,1
4563,4563,1
4564,1991,1
4564,4564,1
4580,705,1
4580,2497,1
4580,4580,1
4584,4584,1
4584,4751,1
4584,6300,1
4584,7729,1
4587,1533,1
4587,3511,1
4587,4587,1
4596,786,1
4596,1290,1
4596,4596,1
4596,4705,1
4604,4604,1
4604,5323,1
4608,362,3
4608,1193,1
4608,1195,1
4608,4272,3
4608,4608,3
4612,101,1
4612,3538,1
4612,4196,1
4612,4612,1
4617,1330,1
4617,4617,1
4617,4961,1
4621,2537,1
4621,2860,1
4621,3230,1
4621,3231,1
4621,3369,1
4621,4621,1
4621,4922,1
4621,5670,1
4621,5675,1
4621,6398,1
4621,6551,1
4625,2840,1
4625,4625,1
4625,7599,1
4631,1720,1
4631,1841,1
4631,4486,1
4631,4631,1
4631,6146,1
4646,4646,1
4652,1397,1
4652,4652,1
4652,5173,1
4652,5616,1
4652,6201,1
4658,3334,1
4658,4071,1
4658,4658,2
4658,6163,1
4658,7478,1
4669,2840,1
4669,4669,1
4669,5669,1
4673,4673,1
4673,4909,1
4673,5111,1
4673,5220,1
